Measurement ID;3623
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;5/22/2017 8:47:26 AM
End Time;5/30/2017 7:42:20 AM
Test section;EIS00010
Comment;0degC EIS vs SOC
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
5/23/2017 4:26:33 PM;51;EIS;21:22:40.469;02:27:28.175;4;1;Pan_5pulse_EIS_0dC;3.69629;0.00000;-1.16001;;0.00100;6000.00000;0.00142;2.00000;-2.00000;20.00000;10.00000;54.00000;16.00000;3.69805;114.63641;-48.78744;0.00142;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.08180;0.08683;124.58619;-23.05383;0.00000;0.00000;1.92781;
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;5/22/2017 8:47:26 AM
End Time;5/30/2017 7:42:20 AM
Test section;EIS00001
Comment;0degC EIS vs SOC
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/22/2017 10:47:59 AM;42;EIS;02:00:26.481;00:00:21.428;1;1;Pan_5pulse_EIS_0dC;4.15181;0.00000;0.00000;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;4.14604;23.70966;7.49024;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99586;0.40051;24.86467;17.53212;0.00000;0.00000;2.14077;
5/22/2017 10:48:09 AM;42;EIS;02:00:37.233;00:00:32.180;1;1;Pan_5pulse_EIS_0dC;4.15181;0.00000;0.00000;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;4.15153;23.43042;5.41387;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96580;0.40162;24.04776;13.01051;0.00000;0.00000;1.92781;
5/22/2017 10:48:20 AM;42;EIS;02:00:47.998;00:00:42.945;1;1;Pan_5pulse_EIS_0dC;4.15117;0.00000;0.00000;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;4.15108;23.32734;3.52388;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97997;0.41538;23.59200;8.59028;0.00000;0.00000;1.92781;
5/22/2017 10:48:31 AM;42;EIS;02:00:58.827;00:00:53.774;1;1;Pan_5pulse_EIS_0dC;4.15117;0.00000;0.00000;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;4.15055;23.42422;1.83125;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99521;0.42357;23.49570;4.47017;0.00000;0.00000;2.14077;
5/22/2017 10:48:42 AM;42;EIS;02:01:09.693;00:01:04.640;1;1;Pan_5pulse_EIS_0dC;4.15053;0.00000;0.00000;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;4.14960;23.68740;0.46777;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00786;0.42540;23.69201;1.13130;0.00000;0.00000;2.14077;
5/22/2017 10:48:53 AM;42;EIS;02:01:20.610;00:01:15.557;1;1;Pan_5pulse_EIS_0dC;4.15053;0.00000;0.00000;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;4.14187;24.05320;-0.60222;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01534;0.42199;24.06074;-1.43421;0.00000;0.00000;2.14077;
5/22/2017 10:49:04 AM;42;EIS;02:01:31.459;00:01:26.406;1;1;Pan_5pulse_EIS_0dC;4.14988;0.00000;0.00000;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;4.13972;24.55690;-1.59287;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02252;0.41551;24.60850;-3.71127;0.00000;0.00000;2.14077;
5/22/2017 10:49:15 AM;42;EIS;02:01:42.986;00:01:37.933;1;1;Pan_5pulse_EIS_0dC;4.15310;0.00000;0.00000;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;4.15178;25.14980;-2.43097;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02252;0.40632;25.26701;-5.52105;0.00000;0.00000;1.93902;
5/22/2017 10:49:26 AM;42;EIS;02:01:53.984;00:01:48.931;1;1;Pan_5pulse_EIS_0dC;4.15053;0.00000;0.00000;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;4.15202;25.83201;-3.17820;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02995;0.39573;26.02678;-7.01404;0.00000;0.00000;2.14077;
5/22/2017 10:49:37 AM;42;EIS;02:02:05.197;00:02:00.144;1;1;Pan_5pulse_EIS_0dC;4.15117;0.00000;0.00000;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;4.14421;26.60294;-3.85175;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02995;0.38419;26.88033;-8.23841;0.00000;0.00000;1.92781;
5/22/2017 10:49:50 AM;42;EIS;02:02:17.333;00:02:12.280;1;1;Pan_5pulse_EIS_0dC;4.15374;0.00000;0.00000;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;4.15308;27.47752;-4.48200;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03558;0.37197;27.84066;-9.26423;0.00000;0.00000;2.14077;
5/22/2017 10:50:01 AM;42;EIS;02:02:29.139;00:02:24.086;1;1;Pan_5pulse_EIS_0dC;4.15246;0.00000;0.00000;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;4.15398;28.42232;-5.05625;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03677;0.35914;28.86857;-10.08723;0.00000;0.00000;2.15198;
5/22/2017 10:50:14 AM;42;EIS;02:02:41.410;00:02:36.357;1;1;Pan_5pulse_EIS_0dC;4.15310;0.00000;0.00000;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;4.13281;29.46144;-5.60005;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03962;0.34667;29.98894;-10.76243;0.00000;0.00000;1.93902;
5/22/2017 10:50:25 AM;42;EIS;02:02:53.047;00:02:47.994;1;1;Pan_5pulse_EIS_0dC;4.15181;0.00000;0.00000;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;4.15170;30.57246;-6.11253;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03907;0.33328;31.17753;-11.30640;0.00000;0.00000;1.92781;
5/22/2017 10:50:37 AM;42;EIS;02:03:05.072;00:03:00.019;1;1;Pan_5pulse_EIS_0dC;4.15246;0.00000;0.00000;;0.00100;6000.00000;106.69676;2.00000;-2.00000;20.00000;10.00000;15.00000;16.00000;4.15021;31.76101;-6.60291;106.66666;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04021;0.32065;32.44010;-11.74413;0.00000;0.00000;1.95023;
5/22/2017 10:50:49 AM;42;EIS;02:03:16.631;00:03:11.578;1;1;Pan_5pulse_EIS_0dC;4.15053;0.00000;0.00000;;0.00100;6000.00000;80.01129;2.00000;-2.00000;20.00000;10.00000;16.00000;16.00000;4.13281;33.01382;-7.08814;80.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04101;0.30830;33.76617;-12.11756;0.00000;0.00000;1.92781;
5/22/2017 10:51:01 AM;42;EIS;02:03:28.552;00:03:23.499;1;1;Pan_5pulse_EIS_0dC;4.15117;0.00000;0.00000;;0.00100;6000.00000;60.00000;2.00000;-2.00000;20.00000;10.00000;17.00000;16.00000;4.15299;34.32430;-7.58839;60.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04143;0.29626;35.15311;-12.46638;0.00000;0.00000;1.93902;
5/22/2017 10:51:12 AM;42;EIS;02:03:40.046;00:03:34.993;1;1;Pan_5pulse_EIS_0dC;4.14988;0.00000;0.00000;;0.00100;6000.00000;44.99365;2.00000;-2.00000;20.00000;10.00000;18.00000;16.00000;4.14670;35.71529;-8.10508;44.94382;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04190;0.28449;36.62341;-12.78591;0.00000;0.00000;1.93902;
5/22/2017 10:51:24 AM;42;EIS;02:03:51.766;00:03:46.713;1;1;Pan_5pulse_EIS_0dC;4.15053;0.00000;0.00000;;0.00100;6000.00000;33.74048;2.00000;-2.00000;20.00000;10.00000;19.00000;16.00000;4.15154;37.16736;-8.64634;33.70787;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04147;0.27292;38.15982;-13.09595;0.00000;0.00000;1.92781;
5/22/2017 10:51:36 AM;42;EIS;02:04:03.941;00:03:58.888;1;1;Pan_5pulse_EIS_0dC;4.15117;0.00000;0.00000;;0.00100;6000.00000;25.30179;2.00000;-2.00000;20.00000;10.00000;20.00000;16.00000;4.13433;38.67007;-9.21272;25.31646;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04127;0.26194;39.75234;-13.40029;0.00000;0.00000;1.93902;
5/22/2017 10:51:48 AM;42;EIS;02:04:15.621;00:04:10.568;1;1;Pan_5pulse_EIS_0dC;4.14988;0.00000;0.00000;;0.00100;6000.00000;18.97367;2.00000;-2.00000;20.00000;10.00000;21.00000;16.00000;4.13341;40.21796;-9.82152;18.98734;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04224;0.25175;41.39984;-13.72345;0.00000;0.00000;1.93902;
5/22/2017 10:52:00 AM;42;EIS;02:04:27.567;00:04:22.514;1;1;Pan_5pulse_EIS_0dC;4.15053;0.00000;0.00000;;0.00100;6000.00000;14.22824;2.00000;-2.00000;20.00000;10.00000;22.00000;16.00000;4.13061;41.78481;-10.51846;14.21801;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04052;0.24148;43.08838;-14.12946;0.00000;0.00000;1.92781;
5/22/2017 10:52:11 AM;42;EIS;02:04:39.180;00:04:34.127;1;1;Pan_5pulse_EIS_0dC;4.14924;0.00000;0.00000;;0.00100;6000.00000;10.66968;2.00000;-2.00000;20.00000;10.00000;23.00000;16.00000;4.14391;43.31306;-11.34843;10.67616;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03935;0.23213;44.77508;-14.68201;0.00000;0.00000;2.12956;
5/22/2017 10:52:23 AM;42;EIS;02:04:50.942;00:04:45.889;1;1;Pan_5pulse_EIS_0dC;4.14988;0.00000;0.00000;;0.00100;6000.00000;8.00113;2.00000;-2.00000;20.00000;10.00000;24.00000;16.00000;4.13426;44.79996;-12.44012;8.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03861;0.22338;46.49509;-15.51899;0.00000;0.00000;1.92781;
5/22/2017 10:52:35 AM;42;EIS;02:05:03.136;00:04:58.083;1;1;Pan_5pulse_EIS_0dC;4.15053;0.00000;0.00000;;0.00100;6000.00000;6.00000;2.00000;-2.00000;20.00000;10.00000;25.00000;16.00000;4.12998;46.18754;-13.90035;6.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03698;0.21499;48.23390;-16.74941;0.00000;0.00000;1.92781;
5/22/2017 10:52:47 AM;42;EIS;02:05:14.755;00:05:09.702;1;1;Pan_5pulse_EIS_0dC;4.14860;0.00000;0.00000;;0.00100;6000.00000;4.49937;2.00000;-2.00000;20.00000;10.00000;26.00000;16.00000;4.14668;47.53689;-15.93368;4.50450;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03986;0.20741;50.13619;-18.53041;0.00000;0.00000;1.93902;
5/22/2017 10:52:59 AM;42;EIS;02:05:26.851;00:05:21.798;1;1;Pan_5pulse_EIS_0dC;4.14924;0.00000;0.00000;;0.00100;6000.00000;3.37405;2.00000;-2.00000;20.00000;10.00000;27.00000;16.00000;4.15088;48.95333;-18.76358;3.37079;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04572;0.19947;52.42614;-20.97159;0.00000;0.00000;1.91660;
5/22/2017 10:53:10 AM;42;EIS;02:05:38.331;00:05:33.278;1;1;Pan_5pulse_EIS_0dC;4.14795;0.00000;0.00000;;0.00100;6000.00000;2.53018;2.00000;-2.00000;20.00000;10.00000;28.00000;16.00000;4.14864;50.47852;-22.57555;2.53378;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05475;0.19074;55.29680;-24.09566;0.00000;0.00000;2.14077;
5/22/2017 10:53:22 AM;42;EIS;02:05:50.295;00:05:45.242;1;1;Pan_5pulse_EIS_0dC;4.14860;0.00000;0.00000;;0.00100;6000.00000;1.89737;2.00000;-2.00000;20.00000;10.00000;29.00000;16.00000;4.13740;52.31420;-27.66392;1.89873;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07029;0.18086;59.17827;-27.87003;0.00000;0.00000;1.93902;
5/22/2017 10:53:34 AM;42;EIS;02:06:01.530;00:05:56.477;1;1;Pan_5pulse_EIS_0dC;4.14667;0.00000;0.00000;;0.00100;6000.00000;1.42282;2.00000;-2.00000;20.00000;10.00000;30.00000;16.00000;4.14713;54.60493;-34.41571;1.42045;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.09052;0.16895;64.54564;-32.22190;0.00000;0.00000;1.92781;
5/22/2017 10:53:46 AM;42;EIS;02:06:13.533;00:06:08.480;1;1;Pan_5pulse_EIS_0dC;4.14731;0.00000;0.00000;;0.00100;6000.00000;1.06697;2.00000;-2.00000;20.00000;10.00000;31.00000;16.00000;4.12954;57.97410;-42.90365;1.06838;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.11730;0.15492;72.12295;-36.50324;0.00000;0.00000;1.98385;
5/22/2017 10:53:58 AM;42;EIS;02:06:25.734;00:06:20.681;1;1;Pan_5pulse_EIS_0dC;4.14860;0.00000;0.00000;;0.00100;6000.00000;0.80011;2.00000;-2.00000;20.00000;10.00000;32.00000;16.00000;4.12824;62.27721;-53.59491;0.79957;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.13886;0.13861;82.16364;-40.71483;0.00000;0.00000;1.93902;
5/22/2017 10:54:09 AM;42;EIS;02:06:37.265;00:06:32.212;1;1;Pan_5pulse_EIS_0dC;4.14602;0.00000;0.00000;;0.00100;6000.00000;0.60000;2.00000;-2.00000;20.00000;10.00000;33.00000;16.00000;4.14669;68.16576;-66.39352;0.59904;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.15814;0.12171;95.15604;-44.24542;0.00000;0.00000;1.92781;
5/22/2017 10:54:20 AM;42;EIS;02:06:48.103;00:06:43.050;1;1;Pan_5pulse_EIS_0dC;4.14731;0.00000;0.00000;;0.00100;6000.00000;0.44994;2.00000;-2.00000;20.00000;10.00000;34.00000;16.00000;4.14813;76.23608;-80.56568;0.44964;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.16602;0.10512;110.91784;-46.58165;0.00000;0.00000;1.92781;
5/22/2017 10:54:31 AM;42;EIS;02:06:58.457;00:06:53.404;1;1;Pan_5pulse_EIS_0dC;4.14474;0.00000;0.00000;;0.00100;6000.00000;0.33740;2.00000;-2.00000;20.00000;10.00000;35.00000;16.00000;4.12759;85.64787;-95.16868;0.33723;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.15421;0.09015;128.03372;-48.01410;0.00000;0.00000;1.92781;
5/22/2017 10:54:44 AM;42;EIS;02:07:12.171;00:07:07.118;1;1;Pan_5pulse_EIS_0dC;4.14602;0.00000;0.00000;;0.00100;6000.00000;0.25302;2.00000;-2.00000;20.00000;10.00000;36.00000;16.00000;4.12738;108.46623;-107.05356;0.25270;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.19063;0.07813;152.39878;-44.62445;0.00000;0.00000;1.92781;
5/22/2017 10:55:02 AM;42;EIS;02:07:30.133;00:07:25.080;1;1;Pan_5pulse_EIS_0dC;4.14667;0.00000;0.00000;;0.00100;6000.00000;0.18974;2.00000;-2.00000;20.00000;10.00000;37.00000;16.00000;4.14841;132.07830;-113.57586;0.18978;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.14260;0.06559;174.19574;-40.69267;0.00000;0.00000;1.92781;
5/22/2017 10:55:25 AM;42;EIS;02:07:52.894;00:07:47.841;1;1;Pan_5pulse_EIS_0dC;4.14474;0.00000;0.00000;;0.00100;6000.00000;0.14228;2.00000;-2.00000;20.00000;10.00000;38.00000;16.00000;4.14589;157.57467;-113.16658;0.14248;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.11392;0.05742;194.00116;-35.68506;0.00000;0.00000;1.92781;
5/22/2017 10:55:56 AM;42;EIS;02:08:23.389;00:08:18.336;1;1;Pan_5pulse_EIS_0dC;4.14667;0.00000;0.00000;;0.00100;6000.00000;0.10670;2.00000;-2.00000;20.00000;10.00000;39.00000;16.00000;4.13164;186.54229;-105.11115;0.10678;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.10282;0.05151;214.11768;-29.39999;0.00000;0.00000;1.92781;
5/22/2017 10:56:35 AM;42;EIS;02:09:02.560;00:08:57.507;1;1;Pan_5pulse_EIS_0dC;4.14409;0.00000;0.00000;;0.00100;6000.00000;0.08001;2.00000;-2.00000;20.00000;10.00000;40.00000;16.00000;4.14468;203.91510;-93.26291;0.07999;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04736;0.04671;224.23055;-24.57753;0.00000;0.00000;1.92781;
5/22/2017 10:57:27 AM;42;EIS;02:09:54.484;00:09:49.431;1;1;Pan_5pulse_EIS_0dC;4.14409;0.00000;0.00000;;0.00100;6000.00000;0.06000;2.00000;-2.00000;20.00000;10.00000;41.00000;16.00000;4.13148;223.61012;-78.86665;0.05994;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05750;0.04460;237.11059;-19.42760;0.00000;0.00000;1.92781;
5/22/2017 10:58:35 AM;42;EIS;02:11:02.510;00:10:57.457;1;1;Pan_5pulse_EIS_0dC;4.14152;0.00000;0.00000;;0.00100;6000.00000;0.04499;2.00000;-2.00000;20.00000;10.00000;42.00000;16.00000;4.14275;232.28540;-65.97288;0.04507;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01887;0.04219;241.47241;-15.85542;0.00000;0.00000;1.92781;
5/22/2017 11:00:06 AM;42;EIS;02:12:33.407;00:12:28.354;1;1;Pan_5pulse_EIS_0dC;4.14216;0.00000;0.00000;;0.00100;6000.00000;0.03374;2.00000;-2.00000;20.00000;10.00000;43.00000;16.00000;4.14282;240.92868;-54.43111;0.03377;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02230;0.04139;247.00076;-12.73066;0.00000;0.00000;1.93902;
5/22/2017 11:02:06 AM;42;EIS;02:14:34.062;00:14:29.009;1;1;Pan_5pulse_EIS_0dC;4.14088;0.00000;0.00000;;0.00100;6000.00000;0.02530;2.00000;-2.00000;20.00000;10.00000;44.00000;16.00000;4.12998;240.10056;-45.67944;0.02531;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99016;0.04051;244.40722;-10.77186;0.00000;0.00000;1.93902;
5/22/2017 11:04:46 AM;42;EIS;02:17:13.978;00:17:08.925;1;1;Pan_5pulse_EIS_0dC;4.13766;0.00000;0.00000;;0.00100;6000.00000;0.01897;2.00000;-2.00000;20.00000;10.00000;45.00000;16.00000;4.12842;241.18091;-39.80956;0.01896;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00007;0.04091;244.44434;-9.37279;0.00000;0.00000;2.14077;
5/22/2017 11:08:19 AM;42;EIS;02:20:47.043;00:20:41.990;1;1;Pan_5pulse_EIS_0dC;4.13573;0.00000;0.00000;;0.00100;6000.00000;0.01423;2.00000;-2.00000;20.00000;10.00000;46.00000;16.00000;4.13745;242.29719;-35.47223;0.01422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00197;0.04092;244.87998;-8.32891;0.00000;0.00000;2.14077;
5/22/2017 11:13:03 AM;42;EIS;02:25:30.487;00:25:25.434;1;1;Pan_5pulse_EIS_0dC;4.13187;0.00000;0.00000;;0.00100;6000.00000;0.01067;2.00000;-2.00000;20.00000;10.00000;47.00000;16.00000;4.12351;237.38597;-33.94243;0.01065;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97880;0.04082;239.80031;-8.13723;0.00000;0.00000;1.93902;
5/22/2017 11:19:19 AM;42;EIS;02:31:47.324;00:31:42.271;1;1;Pan_5pulse_EIS_0dC;4.12865;0.00000;0.00000;;0.00100;6000.00000;0.00800;2.00000;-2.00000;20.00000;10.00000;48.00000;16.00000;4.13029;235.34769;-33.09463;0.00800;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99149;0.04172;237.66318;-8.00446;0.00000;0.00000;2.15198;
5/22/2017 11:27:42 AM;42;EIS;02:40:09.557;00:40:04.504;1;1;Pan_5pulse_EIS_0dC;4.12479;0.00000;0.00000;;0.00100;6000.00000;0.00600;2.00000;-2.00000;20.00000;10.00000;49.00000;16.00000;4.12665;229.18428;-33.92351;0.00600;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97433;0.04205;231.68133;-8.41970;0.00000;0.00000;2.12956;
5/22/2017 11:38:52 AM;42;EIS;02:51:19.534;00:51:14.481;1;1;Pan_5pulse_EIS_0dC;4.11900;0.00000;0.00000;;0.00100;6000.00000;0.00450;2.00000;-2.00000;20.00000;10.00000;50.00000;16.00000;4.11125;221.65802;-36.18679;0.00449;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96933;0.04316;224.59244;-9.27203;0.00000;0.00000;1.95023;
5/22/2017 11:53:43 AM;42;EIS;03:06:11.018;01:06:05.965;1;1;Pan_5pulse_EIS_0dC;4.11321;0.00000;0.00000;;0.00100;6000.00000;0.00337;2.00000;-2.00000;20.00000;10.00000;51.00000;16.00000;4.10559;216.35200;-38.34951;0.00338;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97857;0.04454;219.72454;-10.05157;0.00000;0.00000;1.93902;
5/22/2017 12:13:30 PM;42;EIS;03:25:57.553;01:25:52.500;1;1;Pan_5pulse_EIS_0dC;4.10549;0.00000;0.00000;;0.00100;6000.00000;0.00253;2.00000;-2.00000;20.00000;10.00000;52.00000;16.00000;4.09892;208.55886;-41.00525;0.00253;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96729;0.04551;212.55170;-11.12318;0.00000;0.00000;1.91660;
5/22/2017 12:39:54 PM;42;EIS;03:52:21.760;01:52:16.707;1;1;Pan_5pulse_EIS_0dC;4.09777;0.00000;0.00000;;0.00100;6000.00000;0.00190;2.00000;-2.00000;20.00000;10.00000;53.00000;16.00000;4.09168;199.82579;-43.24014;0.00190;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96213;0.04706;204.45062;-12.20994;0.00000;0.00000;1.93902;
5/22/2017 1:15:03 PM;42;EIS;04:27:31.119;02:27:26.066;1;1;Pan_5pulse_EIS_0dC;4.08876;0.00000;0.00000;;0.00100;6000.00000;0.00142;2.00000;-2.00000;20.00000;10.00000;54.00000;16.00000;4.09035;188.97417;-45.07292;0.00142;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.94981;0.04889;194.27508;-13.41518;0.00000;0.00000;1.93902;
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;5/22/2017 8:47:26 AM
End Time;5/30/2017 7:42:20 AM
Test section;EIS00012
Comment;0degC EIS vs SOC
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
